name,branche,telefon,email,adresse,website,hat_website,website_erreichbar,website_alter_jahre,hat_ssl,ladezeit_ms,ist_mobilfreundlich,wayback_datum,google_place_id,google_rating,google_bewertungen,score,score_gruende,gefunden_am,status
Schöne Bäder Heizung - Sanitär - Klima - Lüftung | Hannover,Klempner,0162 6909009,,"Alter Flughafen 21, 30179 Hannover, Deutschland",http://www.sbh-baeder.com/,True,True,1,False,3245,True,20.02.2025,ChIJk4XsFNZzsEcRttTmAq5HYTo,5,34,35,Kein HTTPS (+10) | Sehr langsam (3245ms) (+10) | Gute Aktivität (34 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Mathias Mehmke Installateur- & Heizungsbauermeister,Klempner,0511 8665315,,"Zum Wiehegraben 15, 30519 Hannover, Deutschland",https://mehmke-shk.de/,True,True,3,True,2321,False,14.12.2023,ChIJP2z19RELsEcR2l6GFifzXug,5,29,35,Nicht mobilfreundlich (+15) | Langsam (2321ms) (+5) | Gute Aktivität (29 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebureck GmbH,Klempner,0511 442681,,"Davenstedter Str. 42, 30449 Hannover, Deutschland",https://www.gebureck.de/,True,True,15,True,1447,True,26.09.2011,ChIJt_-NRO10sEcRFUJWwR5vHgs,4.4,31,35,Website sehr alt (15 Jahre) (+25) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
IDEAL Sanitär u. Heizung,Klempner,0511 1627870,,"Voltmerstraße 27a, 30165 Hannover, Deutschland",http://www.ideal-hannover.de/,True,True,5,False,1851,True,06.05.2021,ChIJM59QTWVzsEcRg7-5JNWwyU4,4.3,33,35,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Gute Aktivität (33 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Bad & Wärme Manfred Meyer Gmbh,Klempner,0511 6479083,,"Lenbachstraße 14a, 30655 Hannover, Deutschland",https://www.badundwaermeplus.de/,True,True,17,True,1622,True,26.09.2009,ChIJVVWFwugMsEcR2-erlo6_uuM,3.3,27,35,Website sehr alt (17 Jahre) (+25) | Gute Aktivität (27 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Raulfs Sanitär Heizung GmbH,Installateur,0511 51514290,,"Schlorumpfsweg 3, 30453 Hannover, Deutschland",http://raulfs-sanitaer.de/,True,True,,False,2100,True,,ChIJLdbZUFZ1sEcRwV4TWX9_ivk,4.9,51,35,Kein HTTPS (+10) | Langsam (2100ms) (+5) | Viele Bewertungen (51) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schöne Bäder Heizung - Sanitär - Klima - Lüftung | Hannover,Installateur,0162 6909009,,"Alter Flughafen 21, 30179 Hannover, Deutschland",http://www.sbh-baeder.com/,True,True,1,False,3042,True,20.02.2025,ChIJk4XsFNZzsEcRttTmAq5HYTo,5,34,35,Kein HTTPS (+10) | Sehr langsam (3042ms) (+10) | Gute Aktivität (34 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
TrioSan Hannover,Installateur,0511 90121314,,"Schulenburger Landstraße 134, 30165 Hannover, Deutschland",http://triosan-hannover.de/,True,True,2,False,2193,True,03.03.2024,ChIJ8XsVPehzsEcRDJq-r0qHfOU,4.7,84,35,Kein HTTPS (+10) | Langsam (2193ms) (+5) | Viele Bewertungen (84) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebureck GmbH,Installateur,0511 442681,,"Davenstedter Str. 42, 30449 Hannover, Deutschland",https://www.gebureck.de/,True,True,15,True,1474,True,26.09.2011,ChIJt_-NRO10sEcRFUJWwR5vHgs,4.4,31,35,Website sehr alt (15 Jahre) (+25) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
GAS-Control GmbH,Installateur,0511 9666790,,"Ellernstraße 41a, 30175 Hannover, Deutschland",http://gas-control.de/,True,True,,False,2197,True,,ChIJD0DQnaE7ZUERWijAT_PL7rU,4.9,460,35,Kein HTTPS (+10) | Langsam (2197ms) (+5) | Viele Bewertungen (460) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
IDEAL Sanitär u. Heizung,Installateur,0511 1627870,,"Voltmerstraße 27a, 30165 Hannover, Deutschland",http://www.ideal-hannover.de/,True,True,5,False,1306,True,06.05.2021,ChIJM59QTWVzsEcRg7-5JNWwyU4,4.3,33,35,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Gute Aktivität (33 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Syrbe,Installateur,0511 2105272,,"Fössestraße 77, 30451 Hannover, Deutschland",https://syrbe.net/,True,True,22,True,1624,True,12.12.2004,ChIJjVjrQI10sEcRM2zLdDWosBQ,4.1,29,35,Website sehr alt (22 Jahre) (+25) | Gute Aktivität (29 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Malermeister Schmitz GmbH,Maler,0511 6463239,,"Dreihornstraße 3, 30659 Hannover, Deutschland",https://www.malermeister-schmitz.de/,True,True,21,True,1734,True,23.01.2005,ChIJT6CkCuUMsEcREkLTf--18Og,4.5,8,35,Website sehr alt (21 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Frank Faulnborn,Maler,0511 577497,,"Seckbruchstraße 4, 30629 Hannover, Deutschland",https://maler-faulnborn.de/,True,True,17,True,1677,True,22.09.2009,ChIJrZKYASkNsEcRWgqIabS9Vvo,5,5,35,Website sehr alt (17 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Mosinski Malermeister GmbH,Maler,0511 703009,,"Bunnenbergstraße 13, 30165 Hannover, Deutschland",https://www.mosinski-malermeister.de/,True,True,22,True,1517,True,04.12.2004,ChIJnVbvDTpzsEcRdz8_pMDq57c,5,5,35,Website sehr alt (22 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Ziel Malerbetrieb,Maler,0511 559051,,"Heidering 8, 30625 Hannover, Deutschland",https://www.maler-ziel-hannover.de/,True,True,10,True,1359,True,05.02.2016,ChIJHTsq-n8MsEcRF_p55Wk9mCA,4.8,5,35,Website sehr alt (10 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Franz Dietrich GmbH,Maler,0511 879680,,"Völgerstraße 11, 30519 Hannover, Deutschland",https://www.dietrich.de/,True,True,22,True,1085,True,14.12.2004,ChIJ15zmMvsKsEcRj56HGBugg9c,4.2,29,35,Website sehr alt (22 Jahre) (+25) | Gute Aktivität (29 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Bernd Wöbbekind GmbH Malermeisterbetrieb,Maler,0511 773000,,"Dannenbergweg 1, 30855 Langenhagen, Deutschland",https://www.woebbekind.com/,True,True,16,True,1263,True,18.02.2010,ChIJzT2f_JBysEcR0jLIeyanGOM,5,11,35,Website sehr alt (16 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Keramik Loft GmbH,Fliesenleger,0511 45949428,,"Gewerbepark „Alter Schlachthof, Röpkestraße 12, 30173 Hannover, Deutschland",http://keramik-loft.de/,True,True,,False,2721,True,,ChIJx-dhwEELsEcR5RQmO1Y7LdE,4.9,69,35,Kein HTTPS (+10) | Langsam (2721ms) (+5) | Viele Bewertungen (69) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Bauservice Meyer,Fliesenleger,0170 4328513,,"Göttinger Ch 31 a, 30453 Hannover, Deutschland",https://bauservice-york-meyer.de/,True,True,11,True,1510,True,07.11.2015,ChIJWbV2PsV1sEcRyvTevdKr0Zo,5,7,35,Website sehr alt (11 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesenlegermeister Matthias Kafka Garbsen,Fliesenleger,0177 3131691,,"Steinwartskamp 4, 30826 Garbsen, Deutschland",http://www.kafkaundkafka.de/,True,True,,False,1887,False,,ChIJGzc2PIRwsEcRIioe6BGPr9w,5,11,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Stone Fliesen & Naturstein | Hannover,Fliesenleger,0511 37026895,,"Ernst-Grote-Straße 24, 30916 Isernhagen, Deutschland",http://www.stone-hannover.com/,True,True,,False,4747,True,,ChIJRwtEcUMNsEcRpZt25ieZyMM,4.9,36,35,Kein HTTPS (+10) | Sehr langsam (4747ms) (+10) | Gute Aktivität (36 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fliesenmeisterei,Fliesenleger,01520 3499999,,"Rathauspl. 5a, 30966 Hemmingen, Deutschland",https://www.fliesen-meisterei.de/,True,True,7,True,3414,True,16.11.2019,ChIJYVE9DB91sEcRrwcV9kVrJKs,4.8,16,35,Website veraltet (7 Jahre) (+15) | Sehr langsam (3414ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Holzapfel GmbH,Dachdecker,0511 954920,,"Am Ahltener Weg 11, 30559 Hannover, Deutschland",https://holzapfel-hannover.de/,True,True,20,True,1854,True,03.04.2006,ChIJLZv4P-ELsEcROrLOpWc9fNk,4.5,19,35,Website sehr alt (20 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Dachdeckermeister Wolfgang Adolph,Dachdecker,0511 6139357,,"Emil-Nolde-Weg 33, 30659 Hannover, Deutschland",https://www.dachdecker-adolph.de/,True,True,9,True,1661,True,10.07.2017,ChIJFUHdXeAMsEcRpJMi16AZQEE,5,5,35,Website sehr alt (9 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Paulmann Dachservice GmbH,Dachdecker,0511 728530,,"Kopernikusstraße 28, 30853 Langenhagen, Deutschland",http://www.paulmann-daecher.de/,True,True,,False,3883,True,,ChIJcQ1VDJJysEcRuvswW46MtDQ,4.9,28,35,Kein HTTPS (+10) | Sehr langsam (3883ms) (+10) | Gute Aktivität (28 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Busse Dachdeckerbetrieb GmbH,Dachdecker,0511 782989,,"Osterriedestraße 6, 30851 Langenhagen, Deutschland",https://www.busse-dachdeckermeister.de/,True,True,9,True,1779,True,29.09.2017,ChIJ0RcJAQJzsEcRTx7aUX2ygzw,5,12,35,Website sehr alt (9 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Dachdeckerei Jarasinsky GmbH,Dachdecker,0511 673888,,"Alter Damm 15 a, 30419 Hannover, Deutschland",http://www.dachdeckerei-jarasinsky-vierk.de/,True,True,,False,2481,False,,ChIJR9G6GH1xsEcRMoZDL3qu6VI,3.4,17,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Langsam (2481ms) (+5) | Telefon bekannt (+5),2026-05-28,neu
Zimmermann Sonderposten - Mehr als Du denkst!,Zimmermann,0511 47320775,,"Empelder Str. 128, 30455 Hannover, Deutschland",http://www.zimmermann.de,True,True,,False,13824,True,,ChIJixkwn7J1sEcR_6in-QR3750,3.9,1132,35,Kein HTTPS (+10) | Sehr langsam (13824ms) (+10) | Viele Bewertungen (1132) (+10) | Telefon bekannt (+5),2026-05-28,neu
Schwandt GmbH Ihr vielseitiger Tischlerfachbetrieb,Schreiner,0511 3521989,,"Siegmundstraße 1-2, 30165 Hannover, Deutschland",https://www.tischlerei-schwandt.de/,True,True,21,True,907,True,09.03.2005,ChIJb4EAw2RzsEcRgjHDk-qnUkY,4.9,17,35,Website sehr alt (21 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Wedel VolkerTischlermeister,Schreiner,0511 513728,,"Niederfeldstraße 9, 30539 Hannover, Deutschland",https://www.tischlerei-wedel.de/,True,True,22,True,1207,True,11.12.2004,ChIJ_7_bQocJsEcRn4i0wqtLUtE,4.9,9,35,Website sehr alt (22 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fahlbusch Michael,Schreiner,0511 2102521,,"Bernhard-Caspar-Straße 3, 30453 Hannover, Deutschland",https://www.die-holzecke.de/,True,True,19,True,1162,True,24.12.2007,ChIJQwUzTPJ0sEcRUXNXNyq2Dkk,5,2,35,Website sehr alt (19 Jahre) (+25) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Tischlerei Vollholz,Schreiner,0511 7590349,,"Hagenbleckstraße 41B, 30455 Hannover, Deutschland",http://www.tischlerei-vollholz.de/,True,True,,False,1081,False,,ChIJOUIFJ010sEcRfrBJWQVGXxk,4.7,9,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
MARO Holzarbeiten,Schreiner,0163 3426665,,"Eppersstraße 6, 30453 Hannover, Deutschland",http://www.maro-holzarbeiten.de/,True,True,7,False,1737,True,11.12.2019,ChIJVao_FGJ0sEcRabs0zhiC-sU,5,12,35,Website veraltet (7 Jahre) (+15) | Kein HTTPS (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Große-Honebrink,Schreiner,0511 6003728,,"Badenstedter Str. 46D, 30453 Hannover, Deutschland",http://www.mgh-tischlerei.de/,True,True,,False,1304,False,,ChIJaYxDv_N0sEcReYHWbLDz9uo,5,3,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Raulfs Sanitär Heizung GmbH,Heizungsbauer,0511 51514290,,"Schlorumpfsweg 3, 30453 Hannover, Deutschland",http://raulfs-sanitaer.de/,True,True,,False,2189,True,,ChIJLdbZUFZ1sEcRwV4TWX9_ivk,4.9,51,35,Kein HTTPS (+10) | Langsam (2189ms) (+5) | Viele Bewertungen (51) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Mathias Mehmke Installateur- & Heizungsbauermeister,Heizungsbauer,0511 8665315,,"Zum Wiehegraben 15, 30519 Hannover, Deutschland",https://mehmke-shk.de/,True,True,3,True,2557,False,14.12.2023,ChIJP2z19RELsEcR2l6GFifzXug,5,29,35,Nicht mobilfreundlich (+15) | Langsam (2557ms) (+5) | Gute Aktivität (29 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Schöne Bäder Heizung - Sanitär - Klima - Lüftung | Hannover,Heizungsbauer,0162 6909009,,"Alter Flughafen 21, 30179 Hannover, Deutschland",http://www.sbh-baeder.com/,True,True,1,False,3002,True,20.02.2025,ChIJk4XsFNZzsEcRttTmAq5HYTo,5,34,35,Kein HTTPS (+10) | Sehr langsam (3002ms) (+10) | Gute Aktivität (34 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
InnoHeiz Hannover GmbH & Co.KG | Isernhagen,Heizungsbauer,0511 54435477,,"Ernst-Grote-Straße 13, 30916 Isernhagen, Deutschland",http://www.innoheiz.de/,True,True,,False,2282,True,,ChIJOwMWcOgNsEcRwpaJHcArWO4,4.9,90,35,Kein HTTPS (+10) | Langsam (2282ms) (+5) | Viele Bewertungen (90) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
IDEAL Sanitär u. Heizung,Heizungsbauer,0511 1627870,,"Voltmerstraße 27a, 30165 Hannover, Deutschland",http://www.ideal-hannover.de/,True,True,5,False,1643,True,06.05.2021,ChIJM59QTWVzsEcRg7-5JNWwyU4,4.3,33,35,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Gute Aktivität (33 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebureck GmbH,Heizungsbauer,0511 442681,,"Davenstedter Str. 42, 30449 Hannover, Deutschland",https://www.gebureck.de/,True,True,15,True,1574,True,26.09.2011,ChIJt_-NRO10sEcRFUJWwR5vHgs,4.4,31,35,Website sehr alt (15 Jahre) (+25) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Surin,Heizungsbauer,0511 99906900,,"Buchholzer Str. 8, 30629 Hannover, Deutschland",https://www.surin-shk.de/,True,True,2,True,3641,False,24.08.2024,ChIJ-adducdzsEcRWZaBPkQ7sNA,4.8,13,35,Nicht mobilfreundlich (+15) | Sehr langsam (3641ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sedat Özgec Sanitär-Heizung,Sanitär,0511 620696,,"Jakobistraße 15, 30163 Hannover, Deutschland",https://sanitaer-oezgec.de/,True,True,,True,1447,False,,ChIJC9gR-lZzsEcRkgWNOdWsoak,4.6,71,35,Nicht mobilfreundlich (+15) | Viele Bewertungen (71) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Heymeier GmbH & Co. Haustechnik KG,Sanitär,0511 33959895,,"Bronsartstraße 4, 30161 Hannover, Deutschland",http://www.heymeier.de/,True,True,,False,2719,True,,ChIJe9PVF6Z0sEcRqF5YHXGJd84,5,57,35,Kein HTTPS (+10) | Langsam (2719ms) (+5) | Viele Bewertungen (57) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Raulfs Sanitär Heizung GmbH,Sanitär,0511 51514290,,"Schlorumpfsweg 3, 30453 Hannover, Deutschland",http://raulfs-sanitaer.de/,True,True,,False,2064,True,,ChIJLdbZUFZ1sEcRwV4TWX9_ivk,4.9,51,35,Kein HTTPS (+10) | Langsam (2064ms) (+5) | Viele Bewertungen (51) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Peter Völkel GmbH Sanitär & Heizung in Hannover,Sanitär,0511 660724,,"Edenstraße 36, 30161 Hannover, Deutschland",http://www.voelkel-haustechnik.de/,True,True,,False,4113,True,,ChIJoeVRelZzsEcRRCefqfCaRfU,4.3,61,35,Kein HTTPS (+10) | Sehr langsam (4113ms) (+10) | Viele Bewertungen (61) (+10) | Telefon bekannt (+5),2026-05-28,neu
Sanitär- und Heizungs- Fachhandel Gerhard Küster GmbH,Sanitär,0511 358980,,"Neanderstraße 13, 30165 Hannover, Deutschland",http://www.sanikue.de/,True,True,,False,2630,True,,ChIJC2fdH11zsEcRkb2bvLfaji8,4.5,118,35,Kein HTTPS (+10) | Langsam (2630ms) (+5) | Viele Bewertungen (118) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Markus Brauner Sanitärtechnik,Sanitär,0511 702536,,"Im Moore 24, 30167 Hannover, Deutschland",http://www.brauner-sanitaer.de/,True,True,,False,3464,True,,ChIJQ8QR7J50sEcRGCmcYhmvQvg,4.8,25,35,Kein HTTPS (+10) | Sehr langsam (3464ms) (+10) | Gute Aktivität (25 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
IDEAL Sanitär u. Heizung,Sanitär,0511 1627870,,"Voltmerstraße 27a, 30165 Hannover, Deutschland",http://www.ideal-hannover.de/,True,True,5,False,1493,True,06.05.2021,ChIJM59QTWVzsEcRg7-5JNWwyU4,4.3,33,35,Website veraltet (5 Jahre) (+15) | Kein HTTPS (+10) | Gute Aktivität (33 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebureck GmbH,Sanitär,0511 442681,,"Davenstedter Str. 42, 30449 Hannover, Deutschland",https://www.gebureck.de/,True,True,15,True,1591,True,26.09.2011,ChIJt_-NRO10sEcRFUJWwR5vHgs,4.4,31,35,Website sehr alt (15 Jahre) (+25) | Gute Aktivität (31 Bewertungen) (+5) | Telefon bekannt (+5),2026-05-28,neu
WIM Wieleba Trockenbau Hannover,Trockenbau,01590 1409295,,"Hildesheimer Str. 265-267, 30519 Hannover, Deutschland",http://www.wimtrockenbau.de/,True,True,,False,7640,True,,ChIJo5ozL-8LsEcRPtnnPqy6r_Q,5,21,35,Kein HTTPS (+10) | Sehr langsam (7640ms) (+10) | Gute Aktivität (21 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Lomi-Bau,Trockenbau,0176 43441050,,"Humboldtstraße 16, 30169 Hannover, Deutschland",http://lomi-bau.de/,True,True,,False,2891,True,,ChIJAd13jux3sEcRafStiFKRp7o,5,54,35,Kein HTTPS (+10) | Langsam (2891ms) (+5) | Viele Bewertungen (54) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Sebastian Sommer Akustik- u. Trockenbau,Trockenbau,0511 583171,,"Hannoversche Str. 46, 30629 Hannover, Deutschland",http://www.trockenbau-sommer.de/contact.htm,True,True,,False,954,False,,ChIJT7XPuhIMsEcR7TCXz-l2nAE,5,1,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
O.Kaufhold GmbH,Fenster und Türen,05131 70910,,"Osteriede 4, 30827 Garbsen, Deutschland",http://www.o-kaufhold.de/,True,True,,False,2472,True,,ChIJWb90ZRBxsEcRO1xOKem9We8,4.8,82,35,Kein HTTPS (+10) | Langsam (2472ms) (+5) | Viele Bewertungen (82) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Heinz Roth Gartengestaltung,Gartenbau,0511 461635,,"Ringstraße 10C, 30457 Hannover, Deutschland",http://www.roth-gartengestaltung.de/,True,True,,False,1385,False,,ChIJedDpFBJ1sEcRKj16MMWGQ0A,5,2,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gartenträume -Bösche,Gartenbau,01577 7598589,,"Am Landwehrgraben 17, 30519 Hannover, Deutschland",http://www.gartentraeume-boesche.de/,True,True,,False,3819,True,,ChIJIdRYOGJzsEcRRvRbUCvzxeE,4.8,26,35,Kein HTTPS (+10) | Sehr langsam (3819ms) (+10) | Gute Aktivität (26 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Erdem Garten- und Landschaftsbau,Gartenbau,05137 819316,,"Fiernhagen 6, 30823 Garbsen, Deutschland",https://galabau-erdem.de/,True,True,,True,2833,False,,ChIJNQSE8MNwsEcRh3USyXPKh8c,5,24,35,Nicht mobilfreundlich (+15) | Langsam (2833ms) (+5) | Gute Aktivität (24 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gartenbau und Grünpflege im Johanneshof gem. GmbH,Gartenbau,0511 2621125,,"Am Hohmannhof 10, 30457 Hannover, Deutschland",http://www.roth-gartengestaltung.de/,True,True,,False,1143,False,,ChIJr0NXQA11sEcR2h_lu3WWYC4,4.5,11,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Wildhagen Gartengestaltung,Gartenbau,0511 76826227,,"Am Weißdorn 8, 30459 Hannover, Deutschland",http://wildhagen-gartengestaltung.de/,True,True,,False,1062,False,,ChIJiQGjXCN1sEcRCHzAiXwu6jU,5,3,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Fa. Horand Gartenbau,Gartenbau,05101 58077,,"Hoher Holzweg 20, 30966 Hemmingen, Deutschland",http://www.horand-galabau.de/,True,True,,False,1155,False,,ChIJE_S3_QdIZUERKxikEADeJnY,4.9,10,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Dipl.-Ing.Bodo Menke Garten- und Anlagenpflege,Gartenbau,0511 841763,,"Hoher Weg 26, 30519 Hannover, Deutschland",http://www.menke-gartenbau.de/,True,True,,False,1111,False,,ChIJp5noXoILsEcRSxzE9KZl3jw,5,1,35,Kein HTTPS (+10) | Nicht mobilfreundlich (+15) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Hauscleaner Hannover,Reinigungsfirma,05109 5630818,,"Gehrdener Str. 7, 30952 Ronnenberg, Deutschland",http://www.hauscleaner.de/,True,True,,False,8518,True,,ChIJ98_HAI11sEcRyWd0M79K4ro,4.7,48,35,Kein HTTPS (+10) | Sehr langsam (8518ms) (+10) | Gute Aktivität (48 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Gebäudereinigung Hannover Thavam Cleaning,Reinigungsfirma,0511 35333657,,"Loccumer Str. 55, 30519 Hannover, Deutschland",https://thavam-cleaning.de/,True,True,,True,4397,False,,ChIJS9_WUF4LsEcRCTtYPMBYEBY,4.8,11,35,Nicht mobilfreundlich (+15) | Sehr langsam (4397ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Diplom Techniker Jaro Wnuk,Schlüsseldienst,0511 20280008,,"In d. Klewert 8, 30966 Hemmingen, Deutschland",http://www.schluessel-eildienst.de/,True,True,,False,2346,True,,ChIJ9z09TDR1sEcRDQcBEBJkiHU,4.9,117,35,Kein HTTPS (+10) | Langsam (2346ms) (+5) | Viele Bewertungen (117) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Saidi Schuh- und Schlüsseldienst,Schlüsseldienst,0178 3482662,,"Limmerstraße 9, 30451 Hannover, Deutschland",http://saidi-schluesseldienst.de/,True,True,,False,2131,True,,ChIJBWf1uJN0sEcRMB-oBlj2Yo4,4.6,125,35,Kein HTTPS (+10) | Langsam (2131ms) (+5) | Viele Bewertungen (125) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
MR ELEKTRO GmbH & Co. KG,Elektriker,0511 80690681,,"Alt-Vinnhorst 113, 30419 Hannover, Deutschland",https://www.macht-an.de/,True,True,,True,3377,True,,ChIJsdxO-6hzsEcRksB_DkRMCZ4,4.9,59,30,Sehr langsam (3377ms) (+10) | Viele Bewertungen (59) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro Tekkal,Elektriker,0162 2721211,,"Gustav-Schenk-Weg 10, 30455 Hannover, Deutschland",http://www.elektro-tekkal.de/,True,True,4,False,3326,True,09.03.2022,ChIJq_5f4Bh1sEcRDpsE7UDQUSU,5,12,30,Kein HTTPS (+10) | Sehr langsam (3326ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Waczakowski Elektroinstallation GmbH,Elektriker,0511 2619747,,"Mengendamm 14 A, 30177 Hannover, Deutschland",http://www.waczakowski.com/,True,True,,False,2508,True,,ChIJcwJXJE1zsEcR3nsUsr4jO2U,4.5,20,30,Kein HTTPS (+10) | Langsam (2508ms) (+5) | Gute Aktivität (20 Bewertungen) (+5) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
Elektro Pi,Elektriker,0511 71656026,,"Ossietzkyring 34H, 30457 Hannover, Deutschland",http://www.elektro-pi.de/,True,True,,False,5896,True,,ChIJr0sGJHt1sEcRcZDWUTrW41A,5,14,30,Kein HTTPS (+10) | Sehr langsam (5896ms) (+10) | Sehr gute Bewertung (+5) | Telefon bekannt (+5),2026-05-28,neu
